"customer_key";"customer_id";"store_id";"first_name";"last_name";"email";"address_id";"create_date"
234;234;1;"CLAUDIA";"FULLER";"CLAUDIA.FULLER@sakilacustomer.org";238;"2006-02-14 22:04:36"
235;235;1;"JACKIE";"LYNCH";"JACKIE.LYNCH@sakilacustomer.org";239;"2006-02-14 22:04:36"
236;236;1;"MARCIA";"DEAN";"MARCIA.DEAN@sakilacustomer.org";240;"2006-02-14 22:04:36"
237;237;1;"TANYA";"GILBERT";"TANYA.GILBERT@sakilacustomer.org";241;"2006-02-14 22:04:36"
238;238;1;"NELLIE";"GARRETT";"NELLIE.GARRETT@sakilacustomer.org";242;"2006-02-14 22:04:36"
239;239;2;"MINNIE";"ROMERO";"MINNIE.ROMERO@sakilacustomer.org";243;"2006-02-14 22:04:36"
240;240;1;"MARLENE";"WELCH";"MARLENE.WELCH@sakilacustomer.org";244;"2006-02-14 22:04:36"
241;241;2;"HEIDI";"LARSON";"HEIDI.LARSON@sakilacustomer.org";245;"2006-02-14 22:04:36"
242;242;1;"GLENDA";"FRAZIER";"GLENDA.FRAZIER@sakilacustomer.org";246;"2006-02-14 22:04:36"
243;243;1;"LYDIA";"BURKE";"LYDIA.BURKE@sakilacustomer.org";247;"2006-02-14 22:04:36"
244;244;2;"VIOLA";"HANSON";"VIOLA.HANSON@sakilacustomer.org";248;"2006-02-14 22:04:36"
245;245;1;"COURTNEY";"DAY";"COURTNEY.DAY@sakilacustomer.org";249;"2006-02-14 22:04:36"
246;246;1;"MARIAN";"MENDOZA";"MARIAN.MENDOZA@sakilacustomer.org";250;"2006-02-14 22:04:36"
247;247;1;"STELLA";"MORENO";"STELLA.MORENO@sakilacustomer.org";251;"2006-02-14 22:04:36"
248;248;1;"CAROLINE";"BOWMAN";"CAROLINE.BOWMAN@sakilacustomer.org";252;"2006-02-14 22:04:36"
249;249;2;"DORA";"MEDINA";"DORA.MEDINA@sakilacustomer.org";253;"2006-02-14 22:04:36"
250;250;2;"JO";"FOWLER";"JO.FOWLER@sakilacustomer.org";254;"2006-02-14 22:04:36"
251;251;2;"VICKIE";"BREWER";"VICKIE.BREWER@sakilacustomer.org";255;"2006-02-14 22:04:36"
252;252;2;"MATTIE";"HOFFMAN";"MATTIE.HOFFMAN@sakilacustomer.org";256;"2006-02-14 22:04:36"
253;253;1;"TERRY";"CARLSON";"TERRY.CARLSON@sakilacustomer.org";258;"2006-02-14 22:04:36"
254;254;2;"MAXINE";"SILVA";"MAXINE.SILVA@sakilacustomer.org";259;"2006-02-14 22:04:36"
255;255;2;"IRMA";"PEARSON";"IRMA.PEARSON@sakilacustomer.org";260;"2006-02-14 22:04:36"
256;256;2;"MABEL";"HOLLAND";"MABEL.HOLLAND@sakilacustomer.org";261;"2006-02-14 22:04:36"
257;257;2;"MARSHA";"DOUGLAS";"MARSHA.DOUGLAS@sakilacustomer.org";262;"2006-02-14 22:04:36"
258;258;1;"MYRTLE";"FLEMING";"MYRTLE.FLEMING@sakilacustomer.org";263;"2006-02-14 22:04:36"
259;259;2;"LENA";"JENSEN";"LENA.JENSEN@sakilacustomer.org";264;"2006-02-14 22:04:36"
260;260;1;"CHRISTY";"VARGAS";"CHRISTY.VARGAS@sakilacustomer.org";265;"2006-02-14 22:04:36"
261;261;1;"DEANNA";"BYRD";"DEANNA.BYRD@sakilacustomer.org";266;"2006-02-14 22:04:36"
262;262;2;"PATSY";"DAVIDSON";"PATSY.DAVIDSON@sakilacustomer.org";267;"2006-02-14 22:04:36"
263;263;1;"HILDA";"HOPKINS";"HILDA.HOPKINS@sakilacustomer.org";268;"2006-02-14 22:04:36"
264;264;1;"GWENDOLYN";"MAY";"GWENDOLYN.MAY@sakilacustomer.org";269;"2006-02-14 22:04:36"
265;265;2;"JENNIE";"TERRY";"JENNIE.TERRY@sakilacustomer.org";270;"2006-02-14 22:04:36"
266;266;2;"NORA";"HERRERA";"NORA.HERRERA@sakilacustomer.org";271;"2006-02-14 22:04:36"
267;267;1;"MARGIE";"WADE";"MARGIE.WADE@sakilacustomer.org";272;"2006-02-14 22:04:36"
268;268;1;"NINA";"SOTO";"NINA.SOTO@sakilacustomer.org";273;"2006-02-14 22:04:36"
269;269;1;"CASSANDRA";"WALTERS";"CASSANDRA.WALTERS@sakilacustomer.org";274;"2006-02-14 22:04:36"
270;270;1;"LEAH";"CURTIS";"LEAH.CURTIS@sakilacustomer.org";275;"2006-02-14 22:04:36"
271;271;1;"PENNY";"NEAL";"PENNY.NEAL@sakilacustomer.org";276;"2006-02-14 22:04:36"
272;272;1;"KAY";"CALDWELL";"KAY.CALDWELL@sakilacustomer.org";277;"2006-02-14 22:04:37"
273;273;2;"PRISCILLA";"LOWE";"PRISCILLA.LOWE@sakilacustomer.org";278;"2006-02-14 22:04:37"
274;274;1;"NAOMI";"JENNINGS";"NAOMI.JENNINGS@sakilacustomer.org";279;"2006-02-14 22:04:37"
275;275;2;"CAROLE";"BARNETT";"CAROLE.BARNETT@sakilacustomer.org";280;"2006-02-14 22:04:37"
276;276;1;"BRANDY";"GRAVES";"BRANDY.GRAVES@sakilacustomer.org";281;"2006-02-14 22:04:37"
277;277;2;"OLGA";"JIMENEZ";"OLGA.JIMENEZ@sakilacustomer.org";282;"2006-02-14 22:04:37"
278;278;2;"BILLIE";"HORTON";"BILLIE.HORTON@sakilacustomer.org";283;"2006-02-14 22:04:37"
279;279;2;"DIANNE";"SHELTON";"DIANNE.SHELTON@sakilacustomer.org";284;"2006-02-14 22:04:37"
280;280;2;"TRACEY";"BARRETT";"TRACEY.BARRETT@sakilacustomer.org";285;"2006-02-14 22:04:37"
281;281;2;"LEONA";"OBRIEN";"LEONA.OBRIEN@sakilacustomer.org";286;"2006-02-14 22:04:37"
282;282;2;"JENNY";"CASTRO";"JENNY.CASTRO@sakilacustomer.org";287;"2006-02-14 22:04:37"
283;283;1;"FELICIA";"SUTTON";"FELICIA.SUTTON@sakilacustomer.org";288;"2006-02-14 22:04:37"
284;284;1;"SONIA";"GREGORY";"SONIA.GREGORY@sakilacustomer.org";289;"2006-02-14 22:04:37"
285;285;1;"MIRIAM";"MCKINNEY";"MIRIAM.MCKINNEY@sakilacustomer.org";290;"2006-02-14 22:04:37"
286;286;1;"VELMA";"LUCAS";"VELMA.LUCAS@sakilacustomer.org";291;"2006-02-14 22:04:37"
287;287;2;"BECKY";"MILES";"BECKY.MILES@sakilacustomer.org";292;"2006-02-14 22:04:37"
288;288;1;"BOBBIE";"CRAIG";"BOBBIE.CRAIG@sakilacustomer.org";293;"2006-02-14 22:04:37"
289;289;1;"VIOLET";"RODRIQUEZ";"VIOLET.RODRIQUEZ@sakilacustomer.org";294;"2006-02-14 22:04:37"
290;290;1;"KRISTINA";"CHAMBERS";"KRISTINA.CHAMBERS@sakilacustomer.org";295;"2006-02-14 22:04:37"
291;291;1;"TONI";"HOLT";"TONI.HOLT@sakilacustomer.org";296;"2006-02-14 22:04:37"
292;292;2;"MISTY";"LAMBERT";"MISTY.LAMBERT@sakilacustomer.org";297;"2006-02-14 22:04:37"
293;293;2;"MAE";"FLETCHER";"MAE.FLETCHER@sakilacustomer.org";298;"2006-02-14 22:04:37"
294;294;2;"SHELLY";"WATTS";"SHELLY.WATTS@sakilacustomer.org";299;"2006-02-14 22:04:37"
295;295;1;"DAISY";"BATES";"DAISY.BATES@sakilacustomer.org";300;"2006-02-14 22:04:37"
296;296;2;"RAMONA";"HALE";"RAMONA.HALE@sakilacustomer.org";301;"2006-02-14 22:04:37"
297;297;1;"SHERRI";"RHODES";"SHERRI.RHODES@sakilacustomer.org";302;"2006-02-14 22:04:37"
298;298;1;"ERIKA";"PENA";"ERIKA.PENA@sakilacustomer.org";303;"2006-02-14 22:04:37"
299;299;2;"JAMES";"GANNON";"JAMES.GANNON@sakilacustomer.org";304;"2006-02-14 22:04:37"
300;300;1;"JOHN";"FARNSWORTH";"JOHN.FARNSWORTH@sakilacustomer.org";305;"2006-02-14 22:04:37"
301;301;2;"ROBERT";"BAUGHMAN";"ROBERT.BAUGHMAN@sakilacustomer.org";306;"2006-02-14 22:04:37"
302;302;1;"MICHAEL";"SILVERMAN";"MICHAEL.SILVERMAN@sakilacustomer.org";307;"2006-02-14 22:04:37"
303;303;2;"WILLIAM";"SATTERFIELD";"WILLIAM.SATTERFIELD@sakilacustomer.org";308;"2006-02-14 22:04:37"
304;304;2;"DAVID";"ROYAL";"DAVID.ROYAL@sakilacustomer.org";309;"2006-02-14 22:04:37"
305;305;1;"RICHARD";"MCCRARY";"RICHARD.MCCRARY@sakilacustomer.org";310;"2006-02-14 22:04:37"
306;306;1;"CHARLES";"KOWALSKI";"CHARLES.KOWALSKI@sakilacustomer.org";311;"2006-02-14 22:04:37"
307;307;2;"JOSEPH";"JOY";"JOSEPH.JOY@sakilacustomer.org";312;"2006-02-14 22:04:37"
308;308;1;"THOMAS";"GRIGSBY";"THOMAS.GRIGSBY@sakilacustomer.org";313;"2006-02-14 22:04:37"
309;309;1;"CHRISTOPHER";"GRECO";"CHRISTOPHER.GRECO@sakilacustomer.org";314;"2006-02-14 22:04:37"
310;310;2;"DANIEL";"CABRAL";"DANIEL.CABRAL@sakilacustomer.org";315;"2006-02-14 22:04:37"
311;311;2;"PAUL";"TROUT";"PAUL.TROUT@sakilacustomer.org";316;"2006-02-14 22:04:37"
312;312;2;"MARK";"RINEHART";"MARK.RINEHART@sakilacustomer.org";317;"2006-02-14 22:04:37"
313;313;2;"DONALD";"MAHON";"DONALD.MAHON@sakilacustomer.org";318;"2006-02-14 22:04:37"
314;314;1;"GEORGE";"LINTON";"GEORGE.LINTON@sakilacustomer.org";319;"2006-02-14 22:04:37"
315;315;2;"KENNETH";"GOODEN";"KENNETH.GOODEN@sakilacustomer.org";320;"2006-02-14 22:04:37"
316;316;1;"STEVEN";"CURLEY";"STEVEN.CURLEY@sakilacustomer.org";321;"2006-02-14 22:04:37"
317;317;2;"EDWARD";"BAUGH";"EDWARD.BAUGH@sakilacustomer.org";322;"2006-02-14 22:04:37"
318;318;1;"BRIAN";"WYMAN";"BRIAN.WYMAN@sakilacustomer.org";323;"2006-02-14 22:04:37"
319;319;2;"RONALD";"WEINER";"RONALD.WEINER@sakilacustomer.org";324;"2006-02-14 22:04:37"
320;320;2;"ANTHONY";"SCHWAB";"ANTHONY.SCHWAB@sakilacustomer.org";325;"2006-02-14 22:04:37"
321;321;1;"KEVIN";"SCHULER";"KEVIN.SCHULER@sakilacustomer.org";326;"2006-02-14 22:04:37"
322;322;1;"JASON";"MORRISSEY";"JASON.MORRISSEY@sakilacustomer.org";327;"2006-02-14 22:04:37"
323;323;2;"MATTHEW";"MAHAN";"MATTHEW.MAHAN@sakilacustomer.org";328;"2006-02-14 22:04:37"
324;324;2;"GARY";"COY";"GARY.COY@sakilacustomer.org";329;"2006-02-14 22:04:37"
325;325;1;"TIMOTHY";"BUNN";"TIMOTHY.BUNN@sakilacustomer.org";330;"2006-02-14 22:04:37"
326;326;1;"JOSE";"ANDREW";"JOSE.ANDREW@sakilacustomer.org";331;"2006-02-14 22:04:37"
327;327;2;"LARRY";"THRASHER";"LARRY.THRASHER@sakilacustomer.org";332;"2006-02-14 22:04:37"
328;328;2;"JEFFREY";"SPEAR";"JEFFREY.SPEAR@sakilacustomer.org";333;"2006-02-14 22:04:37"
329;329;2;"FRANK";"WAGGONER";"FRANK.WAGGONER@sakilacustomer.org";334;"2006-02-14 22:04:37"
330;330;1;"SCOTT";"SHELLEY";"SCOTT.SHELLEY@sakilacustomer.org";335;"2006-02-14 22:04:37"
331;331;1;"ERIC";"ROBERT";"ERIC.ROBERT@sakilacustomer.org";336;"2006-02-14 22:04:37"
332;332;1;"STEPHEN";"QUALLS";"STEPHEN.QUALLS@sakilacustomer.org";337;"2006-02-14 22:04:37"
333;333;2;"ANDREW";"PURDY";"ANDREW.PURDY@sakilacustomer.org";338;"2006-02-14 22:04:37"
334;334;2;"RAYMOND";"MCWHORTER";"RAYMOND.MCWHORTER@sakilacustomer.org";339;"2006-02-14 22:04:37"
335;335;1;"GREGORY";"MAULDIN";"GREGORY.MAULDIN@sakilacustomer.org";340;"2006-02-14 22:04:37"
336;336;1;"JOSHUA";"MARK";"JOSHUA.MARK@sakilacustomer.org";341;"2006-02-14 22:04:37"
337;337;1;"JERRY";"JORDON";"JERRY.JORDON@sakilacustomer.org";342;"2006-02-14 22:04:37"
338;338;1;"DENNIS";"GILMAN";"DENNIS.GILMAN@sakilacustomer.org";343;"2006-02-14 22:04:37"
339;339;2;"WALTER";"PERRYMAN";"WALTER.PERRYMAN@sakilacustomer.org";344;"2006-02-14 22:04:37"
340;340;1;"PATRICK";"NEWSOM";"PATRICK.NEWSOM@sakilacustomer.org";345;"2006-02-14 22:04:37"
341;341;1;"PETER";"MENARD";"PETER.MENARD@sakilacustomer.org";346;"2006-02-14 22:04:37"
342;342;1;"HAROLD";"MARTINO";"HAROLD.MARTINO@sakilacustomer.org";347;"2006-02-14 22:04:37"
343;343;1;"DOUGLAS";"GRAF";"DOUGLAS.GRAF@sakilacustomer.org";348;"2006-02-14 22:04:37"
344;344;1;"HENRY";"BILLINGSLEY";"HENRY.BILLINGSLEY@sakilacustomer.org";349;"2006-02-14 22:04:37"
345;345;1;"CARL";"ARTIS";"CARL.ARTIS@sakilacustomer.org";350;"2006-02-14 22:04:37"
346;346;1;"ARTHUR";"SIMPKINS";"ARTHUR.SIMPKINS@sakilacustomer.org";351;"2006-02-14 22:04:37"
347;347;2;"RYAN";"SALISBURY";"RYAN.SALISBURY@sakilacustomer.org";352;"2006-02-14 22:04:37"
348;348;2;"ROGER";"QUINTANILLA";"ROGER.QUINTANILLA@sakilacustomer.org";353;"2006-02-14 22:04:37"
349;349;2;"JOE";"GILLILAND";"JOE.GILLILAND@sakilacustomer.org";354;"2006-02-14 22:04:37"
350;350;1;"JUAN";"FRALEY";"JUAN.FRALEY@sakilacustomer.org";355;"2006-02-14 22:04:37"
351;351;1;"JACK";"FOUST";"JACK.FOUST@sakilacustomer.org";356;"2006-02-14 22:04:37"
352;352;1;"ALBERT";"CROUSE";"ALBERT.CROUSE@sakilacustomer.org";357;"2006-02-14 22:04:37"
353;353;1;"JONATHAN";"SCARBOROUGH";"JONATHAN.SCARBOROUGH@sakilacustomer.org";358;"2006-02-14 22:04:37"
354;354;2;"JUSTIN";"NGO";"JUSTIN.NGO@sakilacustomer.org";359;"2006-02-14 22:04:37"
355;355;2;"TERRY";"GRISSOM";"TERRY.GRISSOM@sakilacustomer.org";360;"2006-02-14 22:04:37"
356;356;2;"GERALD";"FULTZ";"GERALD.FULTZ@sakilacustomer.org";361;"2006-02-14 22:04:37"
357;357;1;"KEITH";"RICO";"KEITH.RICO@sakilacustomer.org";362;"2006-02-14 22:04:37"
358;358;2;"SAMUEL";"MARLOW";"SAMUEL.MARLOW@sakilacustomer.org";363;"2006-02-14 22:04:37"
359;359;2;"WILLIE";"MARKHAM";"WILLIE.MARKHAM@sakilacustomer.org";364;"2006-02-14 22:04:37"
360;360;2;"RALPH";"MADRIGAL";"RALPH.MADRIGAL@sakilacustomer.org";365;"2006-02-14 22:04:37"
361;361;2;"LAWRENCE";"LAWTON";"LAWRENCE.LAWTON@sakilacustomer.org";366;"2006-02-14 22:04:37"
362;362;1;"NICHOLAS";"BARFIELD";"NICHOLAS.BARFIELD@sakilacustomer.org";367;"2006-02-14 22:04:37"
363;363;2;"ROY";"WHITING";"ROY.WHITING@sakilacustomer.org";368;"2006-02-14 22:04:37"
364;364;1;"BENJAMIN";"VARNEY";"BENJAMIN.VARNEY@sakilacustomer.org";369;"2006-02-14 22:04:37"
365;365;2;"BRUCE";"SCHWARZ";"BRUCE.SCHWARZ@sakilacustomer.org";370;"2006-02-14 22:04:37"
366;366;1;"BRANDON";"HUEY";"BRANDON.HUEY@sakilacustomer.org";371;"2006-02-14 22:04:37"
367;367;1;"ADAM";"GOOCH";"ADAM.GOOCH@sakilacustomer.org";372;"2006-02-14 22:04:37"
368;368;1;"HARRY";"ARCE";"HARRY.ARCE@sakilacustomer.org";373;"2006-02-14 22:04:37"
369;369;2;"FRED";"WHEAT";"FRED.WHEAT@sakilacustomer.org";374;"2006-02-14 22:04:37"
370;370;2;"WAYNE";"TRUONG";"WAYNE.TRUONG@sakilacustomer.org";375;"2006-02-14 22:04:37"
371;371;1;"BILLY";"POULIN";"BILLY.POULIN@sakilacustomer.org";376;"2006-02-14 22:04:37"
372;372;2;"STEVE";"MACKENZIE";"STEVE.MACKENZIE@sakilacustomer.org";377;"2006-02-14 22:04:37"
373;373;1;"LOUIS";"LEONE";"LOUIS.LEONE@sakilacustomer.org";378;"2006-02-14 22:04:37"
374;374;2;"JEREMY";"HURTADO";"JEREMY.HURTADO@sakilacustomer.org";379;"2006-02-14 22:04:37"
375;375;2;"AARON";"SELBY";"AARON.SELBY@sakilacustomer.org";380;"2006-02-14 22:04:37"
376;376;1;"RANDY";"GAITHER";"RANDY.GAITHER@sakilacustomer.org";381;"2006-02-14 22:04:37"
377;377;1;"HOWARD";"FORTNER";"HOWARD.FORTNER@sakilacustomer.org";382;"2006-02-14 22:04:37"
378;378;1;"EUGENE";"CULPEPPER";"EUGENE.CULPEPPER@sakilacustomer.org";383;"2006-02-14 22:04:37"
379;379;1;"CARLOS";"COUGHLIN";"CARLOS.COUGHLIN@sakilacustomer.org";384;"2006-02-14 22:04:37"
380;380;1;"RUSSELL";"BRINSON";"RUSSELL.BRINSON@sakilacustomer.org";385;"2006-02-14 22:04:37"
381;381;2;"BOBBY";"BOUDREAU";"BOBBY.BOUDREAU@sakilacustomer.org";386;"2006-02-14 22:04:37"
382;382;2;"VICTOR";"BARKLEY";"VICTOR.BARKLEY@sakilacustomer.org";387;"2006-02-14 22:04:37"
383;383;1;"MARTIN";"BALES";"MARTIN.BALES@sakilacustomer.org";388;"2006-02-14 22:04:37"
384;384;2;"ERNEST";"STEPP";"ERNEST.STEPP@sakilacustomer.org";389;"2006-02-14 22:04:37"
385;385;1;"PHILLIP";"HOLM";"PHILLIP.HOLM@sakilacustomer.org";390;"2006-02-14 22:04:37"
386;386;1;"TODD";"TAN";"TODD.TAN@sakilacustomer.org";391;"2006-02-14 22:04:37"
387;387;2;"JESSE";"SCHILLING";"JESSE.SCHILLING@sakilacustomer.org";392;"2006-02-14 22:04:37"
388;388;2;"CRAIG";"MORRELL";"CRAIG.MORRELL@sakilacustomer.org";393;"2006-02-14 22:04:37"
389;389;1;"ALAN";"KAHN";"ALAN.KAHN@sakilacustomer.org";394;"2006-02-14 22:04:37"
390;390;1;"SHAWN";"HEATON";"SHAWN.HEATON@sakilacustomer.org";395;"2006-02-14 22:04:37"
391;391;1;"CLARENCE";"GAMEZ";"CLARENCE.GAMEZ@sakilacustomer.org";396;"2006-02-14 22:04:37"
392;392;2;"SEAN";"DOUGLASS";"SEAN.DOUGLASS@sakilacustomer.org";397;"2006-02-14 22:04:37"
393;393;1;"PHILIP";"CAUSEY";"PHILIP.CAUSEY@sakilacustomer.org";398;"2006-02-14 22:04:37"
394;394;2;"CHRIS";"BROTHERS";"CHRIS.BROTHERS@sakilacustomer.org";399;"2006-02-14 22:04:37"
395;395;2;"JOHNNY";"TURPIN";"JOHNNY.TURPIN@sakilacustomer.org";400;"2006-02-14 22:04:37"
396;396;1;"EARL";"SHANKS";"EARL.SHANKS@sakilacustomer.org";401;"2006-02-14 22:04:37"
397;397;1;"JIMMY";"SCHRADER";"JIMMY.SCHRADER@sakilacustomer.org";402;"2006-02-14 22:04:37"
398;398;1;"ANTONIO";"MEEK";"ANTONIO.MEEK@sakilacustomer.org";403;"2006-02-14 22:04:37"
399;399;1;"DANNY";"ISOM";"DANNY.ISOM@sakilacustomer.org";404;"2006-02-14 22:04:37"
400;400;2;"BRYAN";"HARDISON";"BRYAN.HARDISON@sakilacustomer.org";405;"2006-02-14 22:04:37"
401;401;2;"TONY";"CARRANZA";"TONY.CARRANZA@sakilacustomer.org";406;"2006-02-14 22:04:37"
402;402;1;"LUIS";"YANEZ";"LUIS.YANEZ@sakilacustomer.org";407;"2006-02-14 22:04:37"
403;403;1;"MIKE";"WAY";"MIKE.WAY@sakilacustomer.org";408;"2006-02-14 22:04:37"
404;404;2;"STANLEY";"SCROGGINS";"STANLEY.SCROGGINS@sakilacustomer.org";409;"2006-02-14 22:04:37"
405;405;1;"LEONARD";"SCHOFIELD";"LEONARD.SCHOFIELD@sakilacustomer.org";410;"2006-02-14 22:04:37"
406;406;1;"NATHAN";"RUNYON";"NATHAN.RUNYON@sakilacustomer.org";411;"2006-02-14 22:04:37"
407;407;1;"DALE";"RATCLIFF";"DALE.RATCLIFF@sakilacustomer.org";412;"2006-02-14 22:04:37"
408;408;1;"MANUEL";"MURRELL";"MANUEL.MURRELL@sakilacustomer.org";413;"2006-02-14 22:04:37"
409;409;2;"RODNEY";"MOELLER";"RODNEY.MOELLER@sakilacustomer.org";414;"2006-02-14 22:04:37"
410;410;2;"CURTIS";"IRBY";"CURTIS.IRBY@sakilacustomer.org";415;"2006-02-14 22:04:37"
411;411;1;"NORMAN";"CURRIER";"NORMAN.CURRIER@sakilacustomer.org";416;"2006-02-14 22:04:37"
412;412;2;"ALLEN";"BUTTERFIELD";"ALLEN.BUTTERFIELD@sakilacustomer.org";417;"2006-02-14 22:04:37"
413;413;2;"MARVIN";"YEE";"MARVIN.YEE@sakilacustomer.org";418;"2006-02-14 22:04:37"
414;414;1;"VINCENT";"RALSTON";"VINCENT.RALSTON@sakilacustomer.org";419;"2006-02-14 22:04:37"
415;415;1;"GLENN";"PULLEN";"GLENN.PULLEN@sakilacustomer.org";420;"2006-02-14 22:04:37"
416;416;2;"JEFFERY";"PINSON";"JEFFERY.PINSON@sakilacustomer.org";421;"2006-02-14 22:04:37"
417;417;1;"TRAVIS";"ESTEP";"TRAVIS.ESTEP@sakilacustomer.org";422;"2006-02-14 22:04:37"
418;418;2;"JEFF";"EAST";"JEFF.EAST@sakilacustomer.org";423;"2006-02-14 22:04:37"
419;419;1;"CHAD";"CARBONE";"CHAD.CARBONE@sakilacustomer.org";424;"2006-02-14 22:04:37"
420;420;1;"JACOB";"LANCE";"JACOB.LANCE@sakilacustomer.org";425;"2006-02-14 22:04:37"
421;421;1;"LEE";"HAWKS";"LEE.HAWKS@sakilacustomer.org";426;"2006-02-14 22:04:37"
422;422;1;"MELVIN";"ELLINGTON";"MELVIN.ELLINGTON@sakilacustomer.org";427;"2006-02-14 22:04:37"
423;423;2;"ALFRED";"CASILLAS";"ALFRED.CASILLAS@sakilacustomer.org";428;"2006-02-14 22:04:37"
424;424;2;"KYLE";"SPURLOCK";"KYLE.SPURLOCK@sakilacustomer.org";429;"2006-02-14 22:04:37"
425;425;2;"FRANCIS";"SIKES";"FRANCIS.SIKES@sakilacustomer.org";430;"2006-02-14 22:04:37"
426;426;1;"BRADLEY";"MOTLEY";"BRADLEY.MOTLEY@sakilacustomer.org";431;"2006-02-14 22:04:37"
427;427;2;"JESUS";"MCCARTNEY";"JESUS.MCCARTNEY@sakilacustomer.org";432;"2006-02-14 22:04:37"
428;428;2;"HERBERT";"KRUGER";"HERBERT.KRUGER@sakilacustomer.org";433;"2006-02-14 22:04:37"
429;429;2;"FREDERICK";"ISBELL";"FREDERICK.ISBELL@sakilacustomer.org";434;"2006-02-14 22:04:37"
430;430;1;"RAY";"HOULE";"RAY.HOULE@sakilacustomer.org";435;"2006-02-14 22:04:37"
431;431;2;"JOEL";"FRANCISCO";"JOEL.FRANCISCO@sakilacustomer.org";436;"2006-02-14 22:04:37"
432;432;1;"EDWIN";"BURK";"EDWIN.BURK@sakilacustomer.org";437;"2006-02-14 22:04:37"
433;433;1;"DON";"BONE";"DON.BONE@sakilacustomer.org";438;"2006-02-14 22:04:37"
434;434;1;"EDDIE";"TOMLIN";"EDDIE.TOMLIN@sakilacustomer.org";439;"2006-02-14 22:04:37"
435;435;2;"RICKY";"SHELBY";"RICKY.SHELBY@sakilacustomer.org";440;"2006-02-14 22:04:37"
436;436;1;"TROY";"QUIGLEY";"TROY.QUIGLEY@sakilacustomer.org";441;"2006-02-14 22:04:37"
437;437;2;"RANDALL";"NEUMANN";"RANDALL.NEUMANN@sakilacustomer.org";442;"2006-02-14 22:04:37"
438;438;1;"BARRY";"LOVELACE";"BARRY.LOVELACE@sakilacustomer.org";443;"2006-02-14 22:04:37"
439;439;2;"ALEXANDER";"FENNELL";"ALEXANDER.FENNELL@sakilacustomer.org";444;"2006-02-14 22:04:37"
440;440;1;"BERNARD";"COLBY";"BERNARD.COLBY@sakilacustomer.org";445;"2006-02-14 22:04:37"
441;441;1;"MARIO";"CHEATHAM";"MARIO.CHEATHAM@sakilacustomer.org";446;"2006-02-14 22:04:37"
442;442;1;"LEROY";"BUSTAMANTE";"LEROY.BUSTAMANTE@sakilacustomer.org";447;"2006-02-14 22:04:37"
443;443;2;"FRANCISCO";"SKIDMORE";"FRANCISCO.SKIDMORE@sakilacustomer.org";448;"2006-02-14 22:04:37"
444;444;2;"MARCUS";"HIDALGO";"MARCUS.HIDALGO@sakilacustomer.org";449;"2006-02-14 22:04:37"
445;445;1;"MICHEAL";"FORMAN";"MICHEAL.FORMAN@sakilacustomer.org";450;"2006-02-14 22:04:37"
446;446;2;"THEODORE";"CULP";"THEODORE.CULP@sakilacustomer.org";451;"2006-02-14 22:04:37"
447;447;1;"CLIFFORD";"BOWENS";"CLIFFORD.BOWENS@sakilacustomer.org";452;"2006-02-14 22:04:37"
448;448;1;"MIGUEL";"BETANCOURT";"MIGUEL.BETANCOURT@sakilacustomer.org";453;"2006-02-14 22:04:37"
449;449;2;"OSCAR";"AQUINO";"OSCAR.AQUINO@sakilacustomer.org";454;"2006-02-14 22:04:37"
450;450;1;"JAY";"ROBB";"JAY.ROBB@sakilacustomer.org";455;"2006-02-14 22:04:37"
451;451;1;"JIM";"REA";"JIM.REA@sakilacustomer.org";456;"2006-02-14 22:04:37"
452;452;1;"TOM";"MILNER";"TOM.MILNER@sakilacustomer.org";457;"2006-02-14 22:04:37"
453;453;1;"CALVIN";"MARTEL";"CALVIN.MARTEL@sakilacustomer.org";458;"2006-02-14 22:04:37"
454;454;2;"ALEX";"GRESHAM";"ALEX.GRESHAM@sakilacustomer.org";459;"2006-02-14 22:04:37"
455;455;2;"JON";"WILES";"JON.WILES@sakilacustomer.org";460;"2006-02-14 22:04:37"
456;456;2;"RONNIE";"RICKETTS";"RONNIE.RICKETTS@sakilacustomer.org";461;"2006-02-14 22:04:37"
457;457;2;"BILL";"GAVIN";"BILL.GAVIN@sakilacustomer.org";462;"2006-02-14 22:04:37"
458;458;1;"LLOYD";"DOWD";"LLOYD.DOWD@sakilacustomer.org";463;"2006-02-14 22:04:37"
459;459;1;"TOMMY";"COLLAZO";"TOMMY.COLLAZO@sakilacustomer.org";464;"2006-02-14 22:04:37"
460;460;1;"LEON";"BOSTIC";"LEON.BOSTIC@sakilacustomer.org";465;"2006-02-14 22:04:37"
461;461;1;"DEREK";"BLAKELY";"DEREK.BLAKELY@sakilacustomer.org";466;"2006-02-14 22:04:37"
462;462;2;"WARREN";"SHERROD";"WARREN.SHERROD@sakilacustomer.org";467;"2006-02-14 22:04:37"
463;463;2;"DARRELL";"POWER";"DARRELL.POWER@sakilacustomer.org";468;"2006-02-14 22:04:37"
464;464;1;"JEROME";"KENYON";"JEROME.KENYON@sakilacustomer.org";469;"2006-02-14 22:04:37"
465;465;1;"FLOYD";"GANDY";"FLOYD.GANDY@sakilacustomer.org";470;"2006-02-14 22:04:37"
466;466;1;"LEO";"EBERT";"LEO.EBERT@sakilacustomer.org";471;"2006-02-14 22:04:37"
